"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-06_to_2022-12-01_Index_3QRank","-74.35","-65.864"
"2021-09-06_to_2022-12-01_Crypto10_Index","-85.498","-82.479"
"Volatility",,
"2021-09-06_to_2022-12-01_Index_3QRank","74.45","73.44"
"2021-09-06_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-06_to_2022-12-01_Index_3QRank","45.95","41.27"
"2021-09-06_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-06_to_2022-12-01_Index_3QRank","0.24","0.4"
"2021-09-06_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-06_to_2022-12-01_Index_3QRank","0.22","1.96"
"2021-09-06_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-06_to_2022-12-01_Index_3QRank","0.74","0.78"
"2021-09-06_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-06_to_2022-12-01_Index_3QRank","67.43","72.41"
"2021-09-06_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-06_to_2022-12-01_Index_3QRank","-80.2767","-82.1869"
"2021-09-06_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
