"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-01-23";"BTC.USD";"36276.804689999997";"0.000110263295";"Core"
"2022-01-23";"SOL.USD";"99.578224000000";"0.133898083313";"Growth"
"2022-01-23";"BCH.USD";"301.807953000000";"0.066267306084";"Value"
"2022-01-23";"MATIC.USD";"1.616248000000";"8.249559061068";"Growth"
"2022-01-23";"ALGO.USD";"0.987710000000";"4.049771694121";"Core"
"2022-01-23";"LINK.USD";"16.565233000000";"0.241469588747";"Core"
"2022-01-23";"ETH.USD";"2535.039063000000";"0.001577884956";"Core"
"2022-01-23";"LTC.USD";"112.089508000000";"0.178428832072";"Value"
"2022-01-23";"ADA.USD";"1.122371000000";"3.563883956374";"Core"
"2022-01-23";"AVAX.USD";"64.725410000000";"0.205998437605";"Growth"
