"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-14_to_2022-12-01_Index_3QRank","-78.129","-31.698"
"2021-07-14_to_2022-12-01_Crypto10_Index","-85.498","-70.452"
"Volatility",,
"2021-07-14_to_2022-12-01_Index_3QRank","84.11","94.74"
"2021-07-14_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-14_to_2022-12-01_Index_3QRank","41.86","48.95"
"2021-07-14_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-14_to_2022-12-01_Index_3QRank","0.18","0.79"
"2021-07-14_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-14_to_2022-12-01_Index_3QRank","1.15","7.03"
"2021-07-14_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-14_to_2022-12-01_Index_3QRank","0.87","1.01"
"2021-07-14_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-14_to_2022-12-01_Index_3QRank","74.34","71.41"
"2021-07-14_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-14_to_2022-12-01_Index_3QRank","-82.3931","-83.5571"
"2021-07-14_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
