"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-05_to_2022-12-01_Index_3QRank","-79.309","-43.744"
"2021-08-05_to_2022-12-01_Crypto10_Index","-85.498","-73.027"
"Volatility",,
"2021-08-05_to_2022-12-01_Index_3QRank","81.38","76.94"
"2021-08-05_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-05_to_2022-12-01_Index_3QRank","42.2","39.21"
"2021-08-05_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-05_to_2022-12-01_Index_3QRank","0.15","0.75"
"2021-08-05_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-05_to_2022-12-01_Index_3QRank","0.17","2.83"
"2021-08-05_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-05_to_2022-12-01_Index_3QRank","0.84","0.85"
"2021-08-05_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-05_to_2022-12-01_Index_3QRank","73.29","74.48"
"2021-08-05_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-05_to_2022-12-01_Index_3QRank","-82.4888","-83.5706"
"2021-08-05_to_2022-12-01_Crypto10_Index","-85.9481","-88.7377"
