"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-20_to_2022-12-01_Index_3QRank","-76.096","-58.348"
"2021-09-20_to_2022-12-01_Crypto10_Index","-85.498","-79.399"
"Volatility",,
"2021-09-20_to_2022-12-01_Index_3QRank","82.22","80.57"
"2021-09-20_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-20_to_2022-12-01_Index_3QRank","44.9","41.05"
"2021-09-20_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-20_to_2022-12-01_Index_3QRank","0.21","0.51"
"2021-09-20_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-20_to_2022-12-01_Index_3QRank","1.09","3.25"
"2021-09-20_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-20_to_2022-12-01_Index_3QRank","0.83","0.86"
"2021-09-20_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-20_to_2022-12-01_Index_3QRank","70.23","74.01"
"2021-09-20_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-20_to_2022-12-01_Index_3QRank","-81.6607","-82.5988"
"2021-09-20_to_2022-12-01_Crypto10_Index","-85.948","-87.4863"
