"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-10_to_2022-12-01_Index_3QRank","-79.249","-47.985"
"2021-08-10_to_2022-12-01_Crypto10_Index","-85.498","-76.371"
"Volatility",,
"2021-08-10_to_2022-12-01_Index_3QRank","81.27","77.03"
"2021-08-10_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-10_to_2022-12-01_Index_3QRank","42.24","39.22"
"2021-08-10_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-10_to_2022-12-01_Index_3QRank","0.15","0.72"
"2021-08-10_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-10_to_2022-12-01_Index_3QRank","0.17","2.86"
"2021-08-10_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-10_to_2022-12-01_Index_3QRank","0.84","0.85"
"2021-08-10_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-10_to_2022-12-01_Index_3QRank","73.21","74.48"
"2021-08-10_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-10_to_2022-12-01_Index_3QRank","-82.4864","-83.6251"
"2021-08-10_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
