"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-18_to_2022-12-01_Index_3QRank","-76.787","-73.333"
"2021-11-18_to_2022-12-01_Crypto10_Index","-85.498","-83.382"
"Volatility",,
"2021-11-18_to_2022-12-01_Index_3QRank","82.08","78.28"
"2021-11-18_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-18_to_2022-12-01_Index_3QRank","39.58","39.28"
"2021-11-18_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-18_to_2022-12-01_Index_3QRank","0.22","0.26"
"2021-11-18_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-18_to_2022-12-01_Index_3QRank","1.04","1.6"
"2021-11-18_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-18_to_2022-12-01_Index_3QRank","0.86","0.84"
"2021-11-18_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-18_to_2022-12-01_Index_3QRank","76.46","75.23"
"2021-11-18_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-18_to_2022-12-01_Index_3QRank","-81.004","-81.1787"
"2021-11-18_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
