"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-03_to_2022-12-01_Index_3QRank","-78.285","-35.297"
"2021-07-03_to_2022-12-01_Crypto10_Index","-85.498","-69.339"
"Volatility",,
"2021-07-03_to_2022-12-01_Index_3QRank","84.42","95.14"
"2021-07-03_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-03_to_2022-12-01_Index_3QRank","41.97","49.46"
"2021-07-03_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-03_to_2022-12-01_Index_3QRank","0.17","0.69"
"2021-07-03_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-03_to_2022-12-01_Index_3QRank","1.17","7.12"
"2021-07-03_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-03_to_2022-12-01_Index_3QRank","0.87","1.02"
"2021-07-03_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-03_to_2022-12-01_Index_3QRank","74.3","71.07"
"2021-07-03_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-03_to_2022-12-01_Index_3QRank","-82.4761","-83.5639"
"2021-07-03_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
