"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-14_to_2022-12-01_Index_3QRank","-79.512","-53.077"
"2021-08-14_to_2022-12-01_Crypto10_Index","-85.498","-76.695"
"Volatility",,
"2021-08-14_to_2022-12-01_Index_3QRank","81.04","77.22"
"2021-08-14_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-14_to_2022-12-01_Index_3QRank","42.5","39.77"
"2021-08-14_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-14_to_2022-12-01_Index_3QRank","0.14","0.59"
"2021-08-14_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-14_to_2022-12-01_Index_3QRank","0.08","2.91"
"2021-08-14_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-14_to_2022-12-01_Index_3QRank","0.83","0.85"
"2021-08-14_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-14_to_2022-12-01_Index_3QRank","72.85","73.86"
"2021-08-14_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-14_to_2022-12-01_Index_3QRank","-82.6111","-83.7173"
"2021-08-14_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
