"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-07_to_2022-12-01_Index_3QRank","-73.728","-60.841"
"2021-09-07_to_2022-12-01_Crypto10_Index","-85.498","-81.982"
"Volatility",,
"2021-09-07_to_2022-12-01_Index_3QRank","74.39","73.19"
"2021-09-07_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-07_to_2022-12-01_Index_3QRank","46.16","41.46"
"2021-09-07_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-07_to_2022-12-01_Index_3QRank","0.25","0.51"
"2021-09-07_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-07_to_2022-12-01_Index_3QRank","0.34","2.05"
"2021-09-07_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-07_to_2022-12-01_Index_3QRank","0.74","0.77"
"2021-09-07_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-07_to_2022-12-01_Index_3QRank","67.13","72.14"
"2021-09-07_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-07_to_2022-12-01_Index_3QRank","-80.1259","-82.0899"
"2021-09-07_to_2022-12-01_Crypto10_Index","-85.9481","-88.3717"
