"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-22_to_2022-12-01_Index_3QRank","-75.937","-57.787"
"2021-08-22_to_2022-12-01_Crypto10_Index","-85.498","-77.823"
"Volatility",,
"2021-08-22_to_2022-12-01_Index_3QRank","74.43","71.9"
"2021-08-22_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-22_to_2022-12-01_Index_3QRank","47.01","41.68"
"2021-08-22_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-22_to_2022-12-01_Index_3QRank","0.2","0.48"
"2021-08-22_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-22_to_2022-12-01_Index_3QRank","-0.1","2.42"
"2021-08-22_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-22_to_2022-12-01_Index_3QRank","0.73","0.78"
"2021-08-22_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-22_to_2022-12-01_Index_3QRank","65.98","70.27"
"2021-08-22_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-22_to_2022-12-01_Index_3QRank","-81.1381","-82.9082"
"2021-08-22_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
