"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-09_to_2022-12-01_Index_3QRank","-75.968","-76.944"
"2021-11-09_to_2022-12-01_Crypto10_Index","-85.498","-84.462"
"Volatility",,
"2021-11-09_to_2022-12-01_Index_3QRank","77.81","74.2"
"2021-11-09_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-09_to_2022-12-01_Index_3QRank","39.64","39.34"
"2021-11-09_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-09_to_2022-12-01_Index_3QRank","0.24","0.19"
"2021-11-09_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-09_to_2022-12-01_Index_3QRank","0.53","1.05"
"2021-11-09_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-09_to_2022-12-01_Index_3QRank","0.81","0.8"
"2021-11-09_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-09_to_2022-12-01_Index_3QRank","75.77","74.58"
"2021-11-09_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-09_to_2022-12-01_Index_3QRank","-79.8537","-82.2166"
"2021-11-09_to_2022-12-01_Crypto10_Index","-85.9481","-86.5426"
