"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-30_to_2022-12-01_Index_3QRank","-76.601","-75.757"
"2021-11-30_to_2022-12-01_Crypto10_Index","-85.498","-85.716"
"Volatility",,
"2021-11-30_to_2022-12-01_Index_3QRank","73.53","70.11"
"2021-11-30_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-30_to_2022-12-01_Index_3QRank","41.11","40.87"
"2021-11-30_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-30_to_2022-12-01_Index_3QRank","0.22","0.24"
"2021-11-30_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-30_to_2022-12-01_Index_3QRank","-0.57","-0.05"
"2021-11-30_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-30_to_2022-12-01_Index_3QRank","0.76","0.74"
"2021-11-30_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-30_to_2022-12-01_Index_3QRank","73.79","72.46"
"2021-11-30_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-30_to_2022-12-01_Index_3QRank","-79.7682","-79.7682"
"2021-11-30_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
