"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-23_to_2022-12-01_Index_3QRank","-76.677","-75.773"
"2021-11-23_to_2022-12-01_Crypto10_Index","-85.498","-82.939"
"Volatility",,
"2021-11-23_to_2022-12-01_Index_3QRank","80.56","76.85"
"2021-11-23_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-23_to_2022-12-01_Index_3QRank","39.81","39.25"
"2021-11-23_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-23_to_2022-12-01_Index_3QRank","0.22","0.18"
"2021-11-23_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-23_to_2022-12-01_Index_3QRank","0.85","1.34"
"2021-11-23_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-23_to_2022-12-01_Index_3QRank","0.84","0.83"
"2021-11-23_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-23_to_2022-12-01_Index_3QRank","75.92","75.01"
"2021-11-23_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-23_to_2022-12-01_Index_3QRank","-80.7032","-80.7032"
"2021-11-23_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
