"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-09_to_2022-12-01_Index_3QRank","-78.177","-34.971"
"2021-07-09_to_2022-12-01_Crypto10_Index","-85.498","-71.012"
"Volatility",,
"2021-07-09_to_2022-12-01_Index_3QRank","84.23","95.1"
"2021-07-09_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-09_to_2022-12-01_Index_3QRank","41.85","49.29"
"2021-07-09_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-09_to_2022-12-01_Index_3QRank","0.17","0.73"
"2021-07-09_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-09_to_2022-12-01_Index_3QRank","1.18","7.1"
"2021-07-09_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-09_to_2022-12-01_Index_3QRank","0.87","1.02"
"2021-07-09_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-09_to_2022-12-01_Index_3QRank","74.39","71.25"
"2021-07-09_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-09_to_2022-12-01_Index_3QRank","-82.404","-83.5634"
"2021-07-09_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
