"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-13_to_2022-12-01_Index_3QRank","-74.874","-65.144"
"2021-10-13_to_2022-12-01_Crypto10_Index","-85.498","-82.21"
"Volatility",,
"2021-10-13_to_2022-12-01_Index_3QRank","77.55","71.37"
"2021-10-13_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-13_to_2022-12-01_Index_3QRank","46","43.02"
"2021-10-13_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-13_to_2022-12-01_Index_3QRank","0.23","0.4"
"2021-10-13_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-13_to_2022-12-01_Index_3QRank","0.54","1.09"
"2021-10-13_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-13_to_2022-12-01_Index_3QRank","0.77","0.76"
"2021-10-13_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-13_to_2022-12-01_Index_3QRank","67.79","67.93"
"2021-10-13_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-13_to_2022-12-01_Index_3QRank","-80.406","-82.3303"
"2021-10-13_to_2022-12-01_Crypto10_Index","-85.948","-87.4863"
