"","2021-09-04_to_2022-12-01_Index_3QRank","2021-09-04_to_2022-12-01_Crypto10_Index"
"2021-09-04",0,0
"2021-09-05",0,0
"2021-09-06",0,0
"2021-09-07",-12.7290805413285,-3.85245999999999
"2021-09-08",-10.2608759543669,-5.65574
"2021-09-09",-8.15488084678249,-3.14754
"2021-09-10",-12.4225789364677,-9.83607000000001
"2021-09-11",-10.0669814902383,-9.83607000000001
"2021-09-12",-7.18504261469325,-9.83607000000001
"2021-09-13",-12.8034656411546,-15.08197
"2021-09-14",-10.4427210901538,-11.47541
"2021-09-15",-8.06772759687536,-6.55737999999999
"2021-09-16",-9.42624722011587,-5.21311
"2021-09-17",-12.220531772546,-7.77049
"2021-09-18",-9.39960903597542,-7.77049
"2021-09-19",-13.2686647642748,-7.77049
"2021-09-20",-24.6328347555541,-22.95082
"2021-09-21",-28.9799143480741,-30.32787
"2021-09-22",-18.5723617877965,-26.01639
"2021-09-23",-16.5660215891205,-22.95082
"2021-09-24",-22.2768405668179,-27.86885
"2021-09-25",-22.1596120063496,-27.86885
"2021-09-26",-22.7607080798509,-27.86885
"2021-09-27",-25.1895660308286,-27.44262
"2021-09-28",-28.3252512952948,-32.14754
"2021-09-29",-26.1569840118071,-36.83607
"2021-09-30",-23.4975009392223,-31.16393
"2021-10-01",-16.2301679717603,-29.90164
"2021-10-02",-14.5009630767488,-29.90164
"2021-10-03",-12.4503810479915,-29.90164
"2021-10-04",-15.2010456013406,-31.14754
"2021-10-05",-12.9717031952822,-23.81967
"2021-10-06",-14.2973218791554,-17.86885
"2021-10-07",-13.828611597809,-18.01639
"2021-10-08",-13.9050530744431,-14.67213
"2021-10-09",-12.6739962839545,-14.67213
"2021-10-10",-17.2059739073874,-14.67213
"2021-10-11",-17.3499361997092,-13.21311
"2021-10-12",-18.0575740379978,-20
"2021-10-13",-16.600115881114,-17.62295
"2021-10-14",-15.4901461630612,-12.62295
"2021-10-15",-10.6104441685546,-10
"2021-10-16",-11.4404176927144,-10
"2021-10-17",-12.6681443579752,-10
"2021-10-18",-13.5547588222424,-14.7541
"2021-10-19",-13.0574009010644,-18.03279
"2021-10-20",-7.82240369586459,-16.06557
"2021-10-21",-7.40482464503168,-10.98361
"2021-10-22",-6.21774111394946,-12.29508
"2021-10-23",-2.76854343503026,-12.29508
"2021-10-24",-4.94074930112194,-12.29508
"2021-10-25",-0.225100737103112,-14.09836
"2021-10-26",-1.29265204747975,-15.7377
"2021-10-27",-9.36428378071399,-20.32787
"2021-10-28",-2.73042616591215,-17.62295
"2021-10-29",-1.67466046006883,-16.39344
"2021-10-30",-4.90548240808697,-16.39344
"2021-10-31",-3.23644116305858,-16.39344
"2021-11-01",-2.4823264303018,-18.52459
"2021-11-02",0,-18.80328
"2021-11-03",0,-18.03279
"2021-11-04",-1.82844764607647,-17.59016
"2021-11-05",-2.19624489136,-18.19672
"2021-11-06",-0.738308810629706,-18.19672
"2021-11-07",0,-18.19672
"2021-11-08",0,-15.55738
"2021-11-09",0,-16.31148
"2021-11-10",-2.96795614314492,-19.67213
"2021-11-11",-1.55444682124536,-18.03279
"2021-11-12",-3.17803941818587,-18.03279
"2021-11-13",-1.15567896373008,-18.03279
"2021-11-14",-1.57129093534171,-18.03279
"2021-11-15",-4.1057385859999,-18.45902
"2021-11-16",-11.2429460007181,-20
"2021-11-17",-10.3703671781258,-24.08197
"2021-11-18",-16.8176984568488,-25.44262
"2021-11-19",-11.1857811782758,-22.37705
"2021-11-20",-9.00967563245171,-22.37705
"2021-11-21",-8.54924503523222,-22.37705
"2021-11-22",-12.4191124486408,-30.7377
"2021-11-23",-10.4214405816601,-29.18033
"2021-11-24",-13.0207157619796,-22.13115
"2021-11-25",-11.6828868590805,-22.13115
"2021-11-26",-19.5638164907995,-21.36066
"2021-11-27",-18.1148037170422,-21.36066
"2021-11-28",-16.2597720464586,-21.36066
"2021-11-29",-13.4246805948546,-18.55738
"2021-11-30",-13.1755074441917,-18.19672
"2021-12-01",-9.66987556890489,-19.85246
"2021-12-02",-9.87351083964091,-20.13115
"2021-12-03",-13.8647318098121,-24.7541
"2021-12-04",-22.0407958323268,-24.7541
"2021-12-05",-23.5686434926521,-24.7541
"2021-12-06",-20.3962257114167,-25.42623
"2021-12-07",-20.1245731820638,-26.22951
"2021-12-08",-17.8702056208341,-22.22951
"2021-12-09",-25.3188991881201,-21.90164
"2021-12-10",-28.6972286497314,-25.40984
"2021-12-11",-25.310260197062,-25.40984
"2021-12-12",-24.9762694127198,-25.40984
"2021-12-13",-33.0304170413354,-31.13115
