"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-13_to_2022-12-01_Index_3QRank","-78.251","-30.712"
"2021-07-13_to_2022-12-01_Crypto10_Index","-85.498","-69.926"
"Volatility",,
"2021-07-13_to_2022-12-01_Index_3QRank","84.3","95.61"
"2021-07-13_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-13_to_2022-12-01_Index_3QRank","41.95","49.75"
"2021-07-13_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-13_to_2022-12-01_Index_3QRank","0.17","0.79"
"2021-07-13_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-13_to_2022-12-01_Index_3QRank","1.17","7.19"
"2021-07-13_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-13_to_2022-12-01_Index_3QRank","0.87","1.02"
"2021-07-13_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-13_to_2022-12-01_Index_3QRank","74.29","71.03"
"2021-07-13_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-13_to_2022-12-01_Index_3QRank","-82.4744","-83.6501"
"2021-07-13_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
