"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-19_to_2022-12-01_Index_3QRank","-75.168","-67.817"
"2021-10-19_to_2022-12-01_Crypto10_Index","-85.498","-82.579"
"Volatility",,
"2021-10-19_to_2022-12-01_Index_3QRank","76.56","70.52"
"2021-10-19_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-19_to_2022-12-01_Index_3QRank","46.57","43.36"
"2021-10-19_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-19_to_2022-12-01_Index_3QRank","0.22","0.34"
"2021-10-19_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-19_to_2022-12-01_Index_3QRank","0.31","0.82"
"2021-10-19_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-19_to_2022-12-01_Index_3QRank","0.76","0.75"
"2021-10-19_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-19_to_2022-12-01_Index_3QRank","66.86","67.32"
"2021-10-19_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-19_to_2022-12-01_Index_3QRank","-80.3346","-82.3771"
"2021-10-19_to_2022-12-01_Crypto10_Index","-85.948","-87.3481"
