"";"Date";"DailyReturn";"TotalValue";"Index"
"1";"2021-08-16";"0.000000000000";"99.999999978133";"2125488960"
"2";"2021-08-17";"-3.677479487808";"96.322520491129";"2125491840"
"3";"2021-08-18";"3.827732974402";"100.009489369743";"2125494720"
"4";"2021-08-19";"6.502520833864";"106.512627251851";"2125497600"
"5";"2021-08-20";"6.630914538734";"113.575388537882";"2125500480"
"6";"2021-08-21";"-1.019897380910";"112.417036124825";"2125503360"
"7";"2021-08-22";"2.531428454427";"115.262792964912";"2125506240"
"8";"2021-08-23";"2.721128363491";"118.399241516832";"2125509120"
"9";"2021-08-24";"-5.474620864730";"111.917331937069";"2125512000"
"10";"2021-08-25";"0.256311534018";"112.204188967390";"2125514880"
"11";"2021-08-26";"-5.694020598385";"105.815259335336";"2125517760"
"12";"2021-08-27";"10.714854467215";"117.153210377223";"2125520640"
"13";"2021-08-28";"0.296176270348";"117.500190386311";"2125523520"
"14";"2021-08-29";"-1.165941058760";"116.130207422476";"2125526400"
"15";"2021-08-30";"-1.193833388205";"114.743806232475";"2125529280"
"16";"2021-08-31";"1.836047085502";"116.850556542600";"2125532160"
"17";"2021-09-01";"6.029715690436";"123.896312884812";"2125535040"
"18";"2021-09-02";"4.581551468033";"129.572686226625";"2125537920"
"19";"2021-09-03";"6.490671152813";"137.982823193461";"2125540800"
"20";"2021-09-04";"-0.354399359155";"137.493812952319";"2125543680"
"21";"2021-09-05";"4.764513740101";"144.044724562221";"2125546560"
"22";"2021-09-06";"2.835174564739";"148.128643954858";"2125549440"
"23";"2021-09-07";"-11.443349717947";"131.177765194651";"2125552320"
"24";"2021-09-08";"4.244455620046";"136.745547221707";"2125555200"
"25";"2021-09-09";"2.185764360392";"139.734482657302";"2125558080"
"26";"2021-09-10";"-3.690383480964";"134.577744392106";"2125560960"
"27";"2021-09-11";"3.085646667919";"138.730338077701";"2125563840"
"28";"2021-09-12";"2.501822614944";"142.201125049517";"2125566720"
"29";"2021-09-13";"-5.547089996811";"134.313100666543";"2125569600"
"30";"2021-09-14";"0.782931193393";"135.364679828475";"2125572480"
"31";"2021-09-15";"3.035710215797";"139.473959242609";"2125575360"
"32";"2021-09-16";"-0.912072797487";"138.201855200780";"2125578240"
"33";"2021-09-17";"-2.728853834743";"134.430528575447";"2125581120"
"34";"2021-09-18";"4.127971685108";"139.979782731183";"2125584000"
"35";"2021-09-19";"-4.623889654473";"133.507272039122";"2125586880"
"36";"2021-09-20";"-13.409043717881";"115.605223564846";"2125589760"
"37";"2021-09-21";"-5.010269249814";"109.813090597397";"2125592640"
"38";"2021-09-22";"15.901272960394";"127.274769879534";"2125595520"
"39";"2021-09-23";"2.438000078324";"130.377728868884";"2125598400"
"40";"2021-09-24";"-6.688673096268";"121.657188794506";"2125601280"
"41";"2021-09-25";"-0.753925369803";"120.739984383995";"2125604160"
"42";"2021-09-26";"-0.588536246902";"120.029385811391";"2125607040"
"43";"2021-09-27";"-2.579971293199";"116.932662114055";"2125609920"
"44";"2021-09-28";"-4.405362492628";"111.781354475651";"2125612800"
"45";"2021-09-29";"3.279374931179";"115.447084192058";"2125615680"
"46";"2021-09-30";"3.760996954339";"119.789045512394";"2125618560"
"47";"2021-10-01";"9.606207092671";"131.296229298648";"2125621440"
"48";"2021-10-02";"2.376397443209";"134.416349534731";"2125624320"
"49";"2021-10-03";"1.915043109517";"136.990480574559";"2125627200"
"50";"2021-10-04";"-3.114276496668";"132.724218235354";"2125630080"
"51";"2021-10-05";"1.455882559182";"134.656526980453";"2125632960"
"52";"2021-10-06";"-2.602404790269";"131.152219071904";"2125635840"
"53";"2021-10-07";"0.797232626412";"132.197807352609";"2125638720"
"54";"2021-10-08";"0.364251123217";"132.679339350759";"2125641600"
"55";"2021-10-09";"0.846710469680";"133.802749208145";"2125644480"
"56";"2021-10-10";"-5.027905897772";"127.075272889328";"2125647360"
"57";"2021-10-11";"-0.561174532511";"126.362158820754";"2125650240"
"58";"2021-10-12";"-0.319146512857";"125.958878397306";"2125653120"
"59";"2021-10-13";"1.384288674174";"127.702512885076";"2125656000"
"60";"2021-10-14";"1.351718133952";"129.428690909256";"2125658880"
"61";"2021-10-15";"5.908749545364";"137.076308094928";"2125661760"
"62";"2021-10-16";"-1.296895305380";"135.298571890457";"2125664640"
"63";"2021-10-17";"-0.969402004362";"133.986984822678";"2125667520"
"64";"2021-10-18";"-0.929738074778";"132.741256809534";"2125670400"
"65";"2021-10-19";"0.523752086805";"133.436491912125";"2125673280"
"66";"2021-10-20";"7.416639224287";"143.332995110793";"2125676160"
"67";"2021-10-21";"1.215468318482";"145.075162256296";"2125679040"
"68";"2021-10-22";"1.420839119113";"147.136446913751";"2125681920"
"69";"2021-10-23";"3.207282478331";"151.855528394855";"2125684800"
"70";"2021-10-24";"-1.667800915267";"149.322880502402";"2125687680"
"71";"2021-10-25";"5.068132695224";"156.890762230595";"2125690560"
"72";"2021-10-26";"-1.281870372431";"154.879626032480";"2125693440"
"73";"2021-10-27";"-8.149962310102";"142.256994884807";"2125696320"
"74";"2021-10-28";"7.109997315790";"152.371463402640";"2125699200"
"75";"2021-10-29";"1.342853724087";"154.417589273388";"2125702080"
"76";"2021-10-30";"-3.347668191446";"149.248200755285";"2125704960"
"77";"2021-10-31";"1.917870007628";"152.110587234495";"2125707840"
"78";"2021-11-01";"1.165690056739";"153.883725225135";"2125710720"
"79";"2021-11-02";"3.962709296552";"159.981689910511";"2125713600"
"80";"2021-11-03";"5.533237359869";"168.833856545589";"2125716480"
"81";"2021-11-04";"-0.942193103844";"167.243115592263";"2125719360"
"82";"2021-11-05";"-1.585406356305";"164.591632607181";"2125722240"
"83";"2021-11-06";"2.957184483459";"169.458910827713";"2125725120"
"84";"2021-11-07";"0.680981661013";"170.612894933401";"2125728000"
"85";"2021-11-08";"4.285422489165";"177.924378302293";"2125730880"
"86";"2021-11-09";"0.305602847829";"178.468120269367";"2125733760"
"87";"2021-11-10";"-2.270660344848";"174.415715434215";"2125736640"
"88";"2021-11-11";"1.269499750988";"176.629922507335";"2125739520"
"89";"2021-11-12";"-2.253587668528";"172.649412354780";"2125742400"
"90";"2021-11-13";"3.575760796518";"178.822942357182";"2125745280"
"91";"2021-11-14";"0.167842541058";"179.123083327629";"2125748160"
"92";"2021-11-15";"-2.666285122380";"174.347151206117";"2125751040"
"93";"2021-11-16";"-7.145179210775";"161.889734803559";"2125753920"
"94";"2021-11-17";"1.390983628736";"164.141594511280";"2125756800"
"95";"2021-11-18";"-8.039527979168";"150.945385095093";"2125759680"
"96";"2021-11-19";"7.836702342882";"162.774525625313";"2125762560"
"97";"2021-11-20";"3.334257569379";"168.201847566995";"2125765440"
"98";"2021-11-21";"1.130092602093";"170.102684202933";"2125768320"
"99";"2021-11-22";"-4.054856879683";"163.205263810005";"2125771200"
"100";"2021-11-23";"1.582031953501";"165.787223233274";"2125774080"
"101";"2021-11-24";"-3.036447731372";"160.753180854503";"2125776960"
"102";"2021-11-25";"0.198714660236";"161.072620991657";"2125779840"
"103";"2021-11-26";"-9.261114936036";"146.155500431134";"2125782720"
"104";"2021-11-27";"2.089543335762";"149.209482950242";"2125785600"
"105";"2021-11-28";"2.222277139967";"152.525331180508";"2125788480"
"106";"2021-11-29";"3.826396647605";"158.361555339547";"2125791360"
"107";"2021-11-30";"0.691193311126";"159.456139817450";"2125794240"
"108";"2021-12-01";"4.489102667882";"166.614289644096";"2125797120"
"109";"2021-12-02";"-0.700617754648";"165.446960349068";"2125800000"
"110";"2021-12-03";"-5.135840391475";"156.949868532993";"2125802880"
"111";"2021-12-04";"-9.436104640723";"142.139914704742";"2125805760"
"112";"2021-12-05";"-2.354712030812";"138.792929032604";"2125808640"
"113";"2021-12-06";"3.631164159683";"143.832728127810";"2125811520"
"114";"2021-12-07";"-0.297148714684";"143.405331024883";"2125814400"
"115";"2021-12-08";"2.745292410747";"147.342226694116";"2125817280"
"116";"2021-12-09";"-8.850097668087";"134.302295725353";"2125820160"
"117";"2021-12-10";"-4.892020007860";"127.732200547453";"2125823040"
"118";"2021-12-11";"4.780052758689";"133.837867123456";"2125825920"
"119";"2021-12-12";"0.659730238042";"134.720836002820";"2125828800"
"120";"2021-12-13";"-10.738065509397";"120.254424378030";"2125831680"
"121";"2021-12-14";"0.938134476613";"121.382572592772";"2125834560"
"122";"2021-12-15";"12.560372162494";"136.628675450834";"2125837440"
"123";"2021-12-16";"-2.461302622326";"133.265830279113";"2125840320"
