"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-19_to_2022-12-01_Index_3QRank","-76.725","-75.065"
"2021-11-19_to_2022-12-01_Crypto10_Index","-85.498","-84.093"
"Volatility",,
"2021-11-19_to_2022-12-01_Index_3QRank","81.74","77.96"
"2021-11-19_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-19_to_2022-12-01_Index_3QRank","39.56","39.22"
"2021-11-19_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-19_to_2022-12-01_Index_3QRank","0.22","0.23"
"2021-11-19_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-19_to_2022-12-01_Index_3QRank","1.01","1.56"
"2021-11-19_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-19_to_2022-12-01_Index_3QRank","0.86","0.84"
"2021-11-19_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-19_to_2022-12-01_Index_3QRank","76.41","75.24"
"2021-11-19_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-19_to_2022-12-01_Index_3QRank","-80.9029","-81.0794"
"2021-11-19_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
