"","2021-08-16_to_2022-12-01_Index_3QRank","2021-08-16_to_2022-12-01_Crypto10_Index"
"2021-08-16",0,0
"2021-08-17",-3.67747948780817,-5
"2021-08-18",0,-3.26086999999999
"2021-08-19",0,0
"2021-08-20",0,0
"2021-08-21",0,0
"2021-08-22",0,0
"2021-08-23",0,0
"2021-08-24",-5.4746208647304,0
"2021-08-25",-5.23234141543154,0
"2021-08-26",-10.628431415844,-4.49999608999993
"2021-08-27",-1.05239790698478,0
"2021-08-28",-0.759338589507086,0
"2021-08-29",-1.91642620787688,0
"2021-08-30",-3.08738066015173,-1.636153812382
"2021-08-31",-1.30801933727914,-3.58394999672964
"2021-09-01",0,0
"2021-09-02",0,0
"2021-09-03",0,0
"2021-09-04",0,0
"2021-09-05",0,0
"2021-09-06",0,0
"2021-09-07",-11.443349717947,-3.85246216877173
"2021-09-08",-7.68460199812535,-5.65573751948402
"2021-09-09",-5.6668049294464,-3.14754612630997
"2021-09-10",-9.14806157739594,-9.83606656275192
"2021-09-11",-6.34469176671943,-9.83606656275192
"2021-09-12",-4.00160208524383,-9.83606656275192
"2021-09-13",-9.32671961307179,-15.081966718624
"2021-09-14",-8.61681021684962,-11.4754160171995
"2021-09-15",-5.84268138908132,-6.55738273582353
"2021-09-16",-6.70146467897403,-5.2131195012092
"2021-09-17",-9.24744533784127,-7.77049318785268
"2021-09-18",-5.50120557787483,-7.77049318785268
"2021-09-19",-9.87072555676122,-7.77049318785268
"2021-09-20",-21.9561993694639,-22.9508244934156
"2021-09-21",-25.8664039138424,-30.3278744154795
"2021-09-22",-14.0782184448264,-26.0163925896265
"2021-09-23",-11.9834453432137,-22.9508244934156
"2021-09-24",-17.870584954804,-27.8688577747915
"2021-09-25",-18.4897794509006,-27.8688577747915
"2021-09-26",-18.969496643762,-27.8688577747915
"2021-09-27",-21.060060369087,-27.4426263133565
"2021-09-28",-24.5376508612904,-32.1475438640149
"2021-09-29",-22.0629575011567,-36.8360673168503
"2021-09-30",-19.1317477064736,-31.1639356995431
"2021-10-01",-11.3633759189341,-29.9016429540445
"2021-10-02",-9.25701745052483,-29.9016429540445
"2021-10-03",-7.51925021584168,-29.9016429540445
"2021-10-04",-10.3993564703114,-31.14754160172
"2021-10-05",-9.0948763282479,-23.8196739731254
"2021-10-06",-11.4605956212814,-17.8688577747915
"2021-10-07",-10.7547306023431,-18.0163971142165
"2021-10-08",-10.4296537061442,-14.6721368959955
"2021-10-09",-9.67125220634492,-14.6721368959955
"2021-10-10",-14.2128966440454,-14.6721368959955
"2021-10-11",-14.6943120202581,-13.2131149766192
"2021-10-12",-14.9665621487146,-20
"2021-10-13",-13.7894538992788,-17.6229538484277
"2021-10-14",-12.6241303142563,-12.6229500779361
"2021-10-15",-7.46130901144155,-10
"2021-10-16",-8.66143895053205,-10
"2021-10-17",-9.54687679210082,-10
"2021-10-18",-10.3878539183909,-14.7540998441279
"2021-10-19",-9.91850843325779,-18.0327912120396
"2021-10-20",-3.23748919589547,-16.0655748830959
"2021-10-21",-2.06137153290389,-10.9836081644719
"2021-10-22",-0.66982118692005,-12.2950832034399
"2021-10-23",0,-12.2950832034399
"2021-10-24",0,-12.2950832034399
"2021-10-25",0,-14.0983660951355
"2021-10-26",-1.28187037243089,-15.7377080085997
"2021-10-27",-9.32736073031474,-20.3278744154795
"2021-10-28",-2.88053851208436,-17.6229538484277
"2021-10-29",-1.57636620668078,-16.3934417575921
"2021-10-30",-4.87126288804505,-16.3934417575921
"2021-10-31",-3.04681737033962,-16.3934417575921
"2021-11-01",-1.91664376073353,-18.5245915237839
"2021-11-02",0,-18.803283645794
"2021-11-03",0,-18.0327912120396
"2021-11-04",-0.942193103843747,-17.5901656527815
"2021-11-05",-2.51266187079159,-18.1967246492877
"2021-11-06",0,-18.1967246492877
"2021-11-07",0,-18.1967246492877
"2021-11-08",0,-15.5573804735285
"2021-11-09",0,-16.3114788094597
"2021-11-10",-2.27066034484792,-19.6721331255038
"2021-11-11",-1.02998662128426,-18.0327912120396
"2021-11-12",-3.26036263832704,-18.0327912120396
"2021-11-13",0,-18.0327912120396
"2021-11-14",0,-18.0327912120396
"2021-11-15",-2.6662851223795,-18.4590226734747
"2021-11-16",-9.62095348289028,-20
"2021-11-17",-8.36379574202994,-24.0819719973124
"2021-11-18",-15.7309140223971,-25.4426217887665
"2021-11-19",-9.12699658726469,-22.3770536925556
"2021-11-20",-6.09705659245394,-22.3770536925556
"2021-11-21",-5.03586637585789,-22.3770536925556
"2021-11-22",-8.88652608134775,-30.7377042381081
"2021-11-23",-7.44508181001035,-29.1803328137596
"2021-11-24",-10.2554635236633,-22.1311497661918
"2021-11-25",-10.0771279729237,-22.1311497661918
"2021-11-26",-18.4049885051358,-21.3606573324375
"2021-11-27",-16.7000253801309,-21.3606573324375
"2021-11-28",-14.8488690865553,-21.3606573324375
"2021-11-29",-11.5906490678857,-18.5573797194302
"2021-11-30",-10.9795695478325,-18.1967246492877
"2021-12-01",-6.98335102944465,-19.8524606605751
"2021-12-02",-7.63504218691142,-20.1311527825852
"2021-12-03",-12.3787589978448,-24.7540998441279
"2021-12-04",-20.6467909863086,-24.7540998441279
"2021-12-05",-22.5153305457891,-24.7540998441279
"2021-12-06",-19.7017349993191,-25.4262352319267
"2021-12-07",-19.9403402616823,-26.229508320344
"2021-12-08",-17.7424684988163,-22.2295143531307
"2021-12-09",-25.0223403760282,-21.9016399376512
"2021-12-10",-28.6902624862583,-25.4098411341036
"2021-12-11",-25.2816194110187,-25.4098411341036
"2021-12-12",-24.7886796608978,-25.4098411341036
"2021-12-13",-32.864920509393,-31.1311475038968
"2021-12-14",-32.2351031827905,-29.3442662510077
"2021-12-15",-23.7235799470187,-28.5081974259607
"2021-12-16",-25.6009734739993,-32.0819674727224
"2021-12-17",-24.8400566545484,-31.1147534060737
"2021-12-18",-21.8021958179459,-31.1147534060737
"2021-12-19",-23.2365231587,-31.1147534060737
"2021-12-20",-24.0543412105239,-33.9836074103735
"2021-12-21",-19.9329702438283,-32.7704969583444
"2021-12-22",-19.8951456052064,-32.8688540042999
"2021-12-23",-14.6500240321797,-31.7868887938725
"2021-12-24",-16.9402336826588,-31.7868887938725
"2021-12-25",-15.4346308271909,-31.7868887938725
"2021-12-26",-13.25974447214,-31.7868887938725
"2021-12-27",-14.224380001315,-29.2622957618919
"2021-12-28",-21.1962611513402,-33.6885287315236
"2021-12-29",-23.1433584921674,-36.918037805966
"2021-12-30",-21.7112359091523,-36.8360673168503
"2021-12-31",-21.9910781236402,-37.4590204111797
"2022-01-01",-18.904308286171,-37.4590204111797
"2022-01-02",-19.0230485196774,-37.4590204111797
"2022-01-03",-20.4905468587731,-37.3606558242408
"2022-01-04",-22.1373719720197,-35.5737745713516
"2022-01-05",-26.0082356678566,-36.8852496103197
"2022-01-06",-26.5310900421569,-39.8196724649288
"2022-01-07",-31.1178745623543,-41.14754160172
"2022-01-08",-31.599541797198,-41.14754160172
"2022-01-09",-29.6216522237705,-41.14754160172
