"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-22_to_2022-12-01_Index_3QRank","-73.752","-68.412"
"2021-10-22_to_2022-12-01_Crypto10_Index","-85.498","-83.82"
"Volatility",,
"2021-10-22_to_2022-12-01_Index_3QRank","72.2","66.29"
"2021-10-22_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-22_to_2022-12-01_Index_3QRank","46.3","43.27"
"2021-10-22_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-22_to_2022-12-01_Index_3QRank","0.25","0.36"
"2021-10-22_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-22_to_2022-12-01_Index_3QRank","-0.05","0.25"
"2021-10-22_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-22_to_2022-12-01_Index_3QRank","0.71","0.7"
"2021-10-22_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-22_to_2022-12-01_Index_3QRank","66.78","67.08"
"2021-10-22_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-22_to_2022-12-01_Index_3QRank","-79.59","-82.0133"
"2021-10-22_to_2022-12-01_Crypto10_Index","-85.948","-87.1589"
