"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-25_to_2022-12-01_Index_3QRank","-77.884","-60.934"
"2021-08-25_to_2022-12-01_Crypto10_Index","-85.498","-78.559"
"Volatility",,
"2021-08-25_to_2022-12-01_Index_3QRank","78.97","75.02"
"2021-08-25_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-25_to_2022-12-01_Index_3QRank","41.24","37.15"
"2021-08-25_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-25_to_2022-12-01_Index_3QRank","0.18","0.47"
"2021-08-25_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-25_to_2022-12-01_Index_3QRank","0.28","2.44"
"2021-08-25_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-25_to_2022-12-01_Index_3QRank","0.82","0.84"
"2021-08-25_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-25_to_2022-12-01_Index_3QRank","73.99","76.54"
"2021-08-25_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-25_to_2022-12-01_Index_3QRank","-81.4608","-83.1269"
"2021-08-25_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
