"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-30_to_2022-12-01_Index_3QRank","-78.463","-38.244"
"2021-07-30_to_2022-12-01_Crypto10_Index","-85.498","-73.335"
"Volatility",,
"2021-07-30_to_2022-12-01_Index_3QRank","84.96","97.6"
"2021-07-30_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-30_to_2022-12-01_Index_3QRank","42.11","51.86"
"2021-07-30_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-30_to_2022-12-01_Index_3QRank","0.17","0.68"
"2021-07-30_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-30_to_2022-12-01_Index_3QRank","1.2","7.52"
"2021-07-30_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-30_to_2022-12-01_Index_3QRank","0.88","1.03"
"2021-07-30_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-30_to_2022-12-01_Index_3QRank","74.29","69.83"
"2021-07-30_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-30_to_2022-12-01_Index_3QRank","-82.6409","-83.7281"
"2021-07-30_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
