"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-24_to_2022-12-01_Index_3QRank","-75.483","-59.273"
"2021-09-24_to_2022-12-01_Crypto10_Index","-85.498","-78.537"
"Volatility",,
"2021-09-24_to_2022-12-01_Index_3QRank","81.42","79.98"
"2021-09-24_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-24_to_2022-12-01_Index_3QRank","45.02","40.85"
"2021-09-24_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-24_to_2022-12-01_Index_3QRank","0.22","0.47"
"2021-09-24_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-24_to_2022-12-01_Index_3QRank","1.15","3.25"
"2021-09-24_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-24_to_2022-12-01_Index_3QRank","0.82","0.86"
"2021-09-24_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-24_to_2022-12-01_Index_3QRank","69.87","74.09"
"2021-09-24_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-24_to_2022-12-01_Index_3QRank","-81.3353","-82.5151"
"2021-09-24_to_2022-12-01_Crypto10_Index","-85.948","-87.4863"
