"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-31_to_2022-12-01_Index_3QRank","-74.473","-58.064"
"2021-08-31_to_2022-12-01_Crypto10_Index","-85.498","-78.819"
"Volatility",,
"2021-08-31_to_2022-12-01_Index_3QRank","74.63","71.42"
"2021-08-31_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-31_to_2022-12-01_Index_3QRank","46.67","41.07"
"2021-08-31_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-31_to_2022-12-01_Index_3QRank","0.24","0.51"
"2021-08-31_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-31_to_2022-12-01_Index_3QRank","0.23","2.52"
"2021-08-31_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-31_to_2022-12-01_Index_3QRank","0.74","0.78"
"2021-08-31_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-31_to_2022-12-01_Index_3QRank","66.46","71.02"
"2021-08-31_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-31_to_2022-12-01_Index_3QRank","-80.6274","-82.4859"
"2021-08-31_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
