"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-19_to_2022-12-01_Index_3QRank","-78.31","-22.471"
"2021-07-19_to_2022-12-01_Crypto10_Index","-85.498","-66.718"
"Volatility",,
"2021-07-19_to_2022-12-01_Index_3QRank","84.41","96"
"2021-07-19_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-19_to_2022-12-01_Index_3QRank","42.12","50.2"
"2021-07-19_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-19_to_2022-12-01_Index_3QRank","0.17","0.88"
"2021-07-19_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-19_to_2022-12-01_Index_3QRank","1.12","7.29"
"2021-07-19_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-19_to_2022-12-01_Index_3QRank","0.87","1.02"
"2021-07-19_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-19_to_2022-12-01_Index_3QRank","74.13","70.74"
"2021-07-19_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-19_to_2022-12-01_Index_3QRank","-82.5933","-83.7217"
"2021-07-19_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
