"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-16_to_2022-12-01_Index_3QRank","-78.267","-25.973"
"2021-07-16_to_2022-12-01_Crypto10_Index","-85.498","-68.345"
"Volatility",,
"2021-07-16_to_2022-12-01_Index_3QRank","84.31","95.75"
"2021-07-16_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-16_to_2022-12-01_Index_3QRank","42.06","49.97"
"2021-07-16_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-16_to_2022-12-01_Index_3QRank","0.17","0.85"
"2021-07-16_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-16_to_2022-12-01_Index_3QRank","1.13","7.23"
"2021-07-16_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-16_to_2022-12-01_Index_3QRank","0.87","1.02"
"2021-07-16_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-16_to_2022-12-01_Index_3QRank","74.17","70.85"
"2021-07-16_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-16_to_2022-12-01_Index_3QRank","-82.5333","-83.6879"
"2021-07-16_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
