"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-23_to_2022-12-01_Index_3QRank","-77.922","-62.379"
"2021-08-23_to_2022-12-01_Crypto10_Index","-85.498","-78.417"
"Volatility",,
"2021-08-23_to_2022-12-01_Index_3QRank","79.08","75.12"
"2021-08-23_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-23_to_2022-12-01_Index_3QRank","41.17","37.08"
"2021-08-23_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-23_to_2022-12-01_Index_3QRank","0.18","0.43"
"2021-08-23_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-23_to_2022-12-01_Index_3QRank","0.29","2.47"
"2021-08-23_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-23_to_2022-12-01_Index_3QRank","0.82","0.84"
"2021-08-23_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-23_to_2022-12-01_Index_3QRank","74.1","76.64"
"2021-08-23_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-23_to_2022-12-01_Index_3QRank","-81.4647","-83.1099"
"2021-08-23_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
