"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-08_to_2022-12-01_Index_3QRank","-79.276","-44.614"
"2021-08-08_to_2022-12-01_Crypto10_Index","-85.498","-73.448"
"Volatility",,
"2021-08-08_to_2022-12-01_Index_3QRank","81.15","76.78"
"2021-08-08_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-08_to_2022-12-01_Index_3QRank","42.32","39.23"
"2021-08-08_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-08_to_2022-12-01_Index_3QRank","0.15","0.73"
"2021-08-08_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-08_to_2022-12-01_Index_3QRank","0.14","2.78"
"2021-08-08_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-08_to_2022-12-01_Index_3QRank","0.83","0.85"
"2021-08-08_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-08_to_2022-12-01_Index_3QRank","73.09","74.4"
"2021-08-08_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-08_to_2022-12-01_Index_3QRank","-82.4697","-83.6085"
"2021-08-08_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
