"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-28_to_2022-12-01_Index_3QRank","-74.175","-70.713"
"2021-10-28_to_2022-12-01_Crypto10_Index","-85.498","-83.328"
"Volatility",,
"2021-10-28_to_2022-12-01_Index_3QRank","70","64.5"
"2021-10-28_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-28_to_2022-12-01_Index_3QRank","48.23","44.58"
"2021-10-28_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-28_to_2022-12-01_Index_3QRank","0.23","0.28"
"2021-10-28_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-28_to_2022-12-01_Index_3QRank","-0.47","-0.26"
"2021-10-28_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-28_to_2022-12-01_Index_3QRank","0.68","0.68"
"2021-10-28_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-28_to_2022-12-01_Index_3QRank","63.93","65.07"
"2021-10-28_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-28_to_2022-12-01_Index_3QRank","-79.381","-82.0674"
"2021-10-28_to_2022-12-01_Crypto10_Index","-85.948","-86.6628"
