"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-12_to_2022-12-01_Index_3QRank","-75.36","-75.291"
"2021-11-12_to_2022-12-01_Crypto10_Index","-85.498","-84.381"
"Volatility",,
"2021-11-12_to_2022-12-01_Index_3QRank","82.34","78.56"
"2021-11-12_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-12_to_2022-12-01_Index_3QRank","36.82","36.43"
"2021-11-12_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-12_to_2022-12-01_Index_3QRank","0.28","0.25"
"2021-11-12_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-12_to_2022-12-01_Index_3QRank","1.75","2.25"
"2021-11-12_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-12_to_2022-12-01_Index_3QRank","0.88","0.86"
"2021-11-12_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-12_to_2022-12-01_Index_3QRank","79.51","78.57"
"2021-11-12_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-12_to_2022-12-01_Index_3QRank","-80.2447","-81.8491"
"2021-11-12_to_2022-12-01_Crypto10_Index","-85.948","-86.26"
