"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-05_to_2022-12-01_Index_3QRank","-76.236","-64.475"
"2021-10-05_to_2022-12-01_Crypto10_Index","-85.498","-80.332"
"Volatility",,
"2021-10-05_to_2022-12-01_Index_3QRank","81.6","76.39"
"2021-10-05_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-05_to_2022-12-01_Index_3QRank","46.66","44.24"
"2021-10-05_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-05_to_2022-12-01_Index_3QRank","0.2","0.36"
"2021-10-05_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-05_to_2022-12-01_Index_3QRank","0.77","2.13"
"2021-10-05_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-05_to_2022-12-01_Index_3QRank","0.81","0.81"
"2021-10-05_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-05_to_2022-12-01_Index_3QRank","67.86","67.48"
"2021-10-05_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-05_to_2022-12-01_Index_3QRank","-81.5861","-82.5798"
"2021-10-05_to_2022-12-01_Crypto10_Index","-85.948","-87.4863"
