"","2022-12-2021-12","2021-06-2022-12"
"Annualized Returns",,
"2021-06-29_to_2022-12-01_Index_3QRank","-82.16","-43.836"
"2021-06-29_to_2022-12-01_Crypto10_Index","-85.498","-70.182"
"Volatility",,
"2021-06-29_to_2022-12-01_Index_3QRank","81.29","92.46"
"2021-06-29_to_2022-12-01_Crypto10_Index","84.65","78.14"
"Tracking Error",,
"2021-06-29_to_2022-12-01_Index_3QRank","39.69","49.11"
"2021-06-29_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-06-29_to_2022-12-01_Index_3QRank","0.08","0.54"
"2021-06-29_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-06-29_to_2022-12-01_Index_3QRank","-0.76","5.56"
"2021-06-29_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-06-29_to_2022-12-01_Index_3QRank","0.85","1"
"2021-06-29_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-06-29_to_2022-12-01_Index_3QRank","76.18","69.91"
"2021-06-29_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-06-29_to_2022-12-01_Index_3QRank","-84.3779","-85.3584"
"2021-06-29_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
