"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-10_to_2022-12-01_Index_3QRank","-75.339","-75.09"
"2021-11-10_to_2022-12-01_Crypto10_Index","-85.498","-83.926"
"Volatility",,
"2021-11-10_to_2022-12-01_Index_3QRank","82.43","78.64"
"2021-11-10_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-10_to_2022-12-01_Index_3QRank","36.83","36.47"
"2021-11-10_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-10_to_2022-12-01_Index_3QRank","0.28","0.24"
"2021-11-10_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-10_to_2022-12-01_Index_3QRank","1.77","2.27"
"2021-11-10_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-10_to_2022-12-01_Index_3QRank","0.88","0.86"
"2021-11-10_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-10_to_2022-12-01_Index_3QRank","79.52","78.54"
"2021-11-10_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-10_to_2022-12-01_Index_3QRank","-80.2638","-81.8934"
"2021-11-10_to_2022-12-01_Crypto10_Index","-85.948","-86.26"
