"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-01-17";"BTC.USD";"42250.550779999998";"0.000094673322";"Core"
"2022-01-17";"SOL.USD";"139.926010000000";"0.095288455187";"Growth"
"2022-01-17";"BCH.USD";"381.103821000000";"0.052479137962";"Value"
"2022-01-17";"MATIC.USD";"2.221970000000";"6.000681077302";"Growth"
"2022-01-17";"ALGO.USD";"1.348500000000";"2.966258806081";"Core"
"2022-01-17";"LINK.USD";"23.841059000000";"0.167777782019";"Core"
"2022-01-17";"ETH.USD";"3212.304932000000";"0.001245211798";"Core"
"2022-01-17";"LTC.USD";"151.667267000000";"0.131867609904";"Value"
"2022-01-17";"ADA.USD";"1.594131000000";"2.509204074195";"Core"
"2022-01-17";"AVAX.USD";"86.750664000000";"0.153697190529";"Growth"
