"","2022-12-2021-12","2021-06-2022-12"
"Annualized Returns",,
"2021-06-26_to_2022-12-01_Index_3QRank","-82.181","-38.535"
"2021-06-26_to_2022-12-01_Crypto10_Index","-85.498","-67.186"
"Volatility",,
"2021-06-26_to_2022-12-01_Index_3QRank","81.36","92.56"
"2021-06-26_to_2022-12-01_Crypto10_Index","84.65","78.14"
"Tracking Error",,
"2021-06-26_to_2022-12-01_Index_3QRank","39.76","49.18"
"2021-06-26_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-06-26_to_2022-12-01_Index_3QRank","0.08","0.58"
"2021-06-26_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-06-26_to_2022-12-01_Index_3QRank","-0.75","5.6"
"2021-06-26_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-06-26_to_2022-12-01_Index_3QRank","0.85","1"
"2021-06-26_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-06-26_to_2022-12-01_Index_3QRank","76.11","69.88"
"2021-06-26_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-06-26_to_2022-12-01_Index_3QRank","-84.4008","-85.3711"
"2021-06-26_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
