"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-28_to_2022-12-01_Index_3QRank","-74.023","-71.63"
"2021-11-28_to_2022-12-01_Crypto10_Index","-85.498","-84.988"
"Volatility",,
"2021-11-28_to_2022-12-01_Index_3QRank","74.95","71.57"
"2021-11-28_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-28_to_2022-12-01_Index_3QRank","46.59","45.23"
"2021-11-28_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-28_to_2022-12-01_Index_3QRank","0.25","0.3"
"2021-11-28_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-28_to_2022-12-01_Index_3QRank","0.38","0.7"
"2021-11-28_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-28_to_2022-12-01_Index_3QRank","0.74","0.73"
"2021-11-28_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-28_to_2022-12-01_Index_3QRank","66.62","66.46"
"2021-11-28_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-28_to_2022-12-01_Index_3QRank","-80.4468","-80.4468"
"2021-11-28_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
