"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-17_to_2022-12-01_Index_3QRank","-76.841","-75.201"
"2021-11-17_to_2022-12-01_Crypto10_Index","-85.498","-83.591"
"Volatility",,
"2021-11-17_to_2022-12-01_Index_3QRank","81.95","78.15"
"2021-11-17_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-17_to_2022-12-01_Index_3QRank","39.63","39.34"
"2021-11-17_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-17_to_2022-12-01_Index_3QRank","0.22","0.21"
"2021-11-17_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-17_to_2022-12-01_Index_3QRank","1","1.56"
"2021-11-17_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-17_to_2022-12-01_Index_3QRank","0.86","0.84"
"2021-11-17_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-17_to_2022-12-01_Index_3QRank","76.37","75.13"
"2021-11-17_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-17_to_2022-12-01_Index_3QRank","-81.008","-81.1723"
"2021-11-17_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
