"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-21_to_2022-12-01_Index_3QRank","-78.354","-26.704"
"2021-07-21_to_2022-12-01_Crypto10_Index","-85.498","-68.305"
"Volatility",,
"2021-07-21_to_2022-12-01_Index_3QRank","84.42","95.91"
"2021-07-21_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-21_to_2022-12-01_Index_3QRank","42.15","50.23"
"2021-07-21_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-21_to_2022-12-01_Index_3QRank","0.17","0.83"
"2021-07-21_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-21_to_2022-12-01_Index_3QRank","1.15","7.24"
"2021-07-21_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-21_to_2022-12-01_Index_3QRank","0.87","1.02"
"2021-07-21_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-21_to_2022-12-01_Index_3QRank","74.09","70.65"
"2021-07-21_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-21_to_2022-12-01_Index_3QRank","-82.5549","-83.6986"
"2021-07-21_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
