"","2022-02-05_to_2022-12-01_Index_3QRank","2022-02-05_to_2022-12-01_Crypto10_Index"
"2022-02-05",0,0
"2022-02-06",0,0
"2022-02-07",0,0
"2022-02-08",0,0
"2022-02-09",0,0
"2022-02-10",-3.49786996415073,-0.519271770943497
"2022-02-11",-10.8512933700921,-11.1505925808324
"2022-02-12",-10.6353635617535,-11.1505925808324
"2022-02-13",-11.5388491067614,-11.1505925808324
"2022-02-14",-10.9492512413204,-9.26482842378791
"2022-02-15",-4.06776766982606,-4.70074062513175
"2022-02-16",-5.28957000524877,-4.15413828889314
"2022-02-17",-13.062686991059,-8.71822608754931
"2022-02-18",-15.0892411138343,-9.81142179036282
"2022-02-19",-14.2954314300132,-9.81142179036282
"2022-02-20",-18.5020730353261,-9.81142179036282
"2022-02-21",-24.2560953762325,-9.81142179036282
"2022-02-22",-21.1853864611922,-16.9171893738188
"2022-02-23",-22.5425105838698,-16.3159348766537
"2022-02-24",-21.2917940193719,-18.1470379031079
"2022-02-25",-17.4679600447372,-16.1246298892516
"2022-02-26",-17.4670883502172,-16.1246298892516
"2022-02-27",-21.6655572255376,-16.1246298892516
"2022-02-28",-12.4913614369219,-13.3096444515006
"2022-03-01",-12.5997110742716,-11.6698553821122
"2022-03-02",-13.874039800501,-12.3531015751627
"2022-03-03",-16.2076892073209,-14.8674507946674
"2022-03-04",-22.2244243333998,-19.8688186683817
"2022-03-05",-20.6472382513145,-19.8688186683817
"2022-03-06",-24.052023790076,-19.8688186683817
"2022-03-07",-25.7813083663498,-22.4651595837717
"2022-03-08",-24.3456149964544,-22.3285067572962
"2022-03-09",-19.3221141874511,-17.6277661321644
"2022-03-10",-23.4242661841181,-19.1855724753312
"2022-03-11",-24.3600289889936,-19.9234797989719
"2022-03-12",-24.0023406695581,-19.9234797989719
"2022-03-13",-26.4893817398328,-19.9234797989719
"2022-03-14",-24.4660802632229,-19.2402336059214
"2022-03-15",-23.8077466764865,-16.9171893738188
"2022-03-16",-20.0402771799845,-17.2178166224014
"2022-03-17",-19.6871781015214,-17.6004355668693
"2022-03-18",-16.8954390227276,-15.6326886836032
"2022-03-19",-13.7422945431171,-15.6326886836032
"2022-03-20",-16.0687259615539,-15.6326886836032
"2022-03-21",-14.552108177366,-15.6053581183081
"2022-03-22",-10.6485341270858,-14.1568740363218
"2022-03-23",-9.56334522584693,-17.1904860571063
"2022-03-24",-6.85447733797753,-12.7083899543355
"2022-03-25",-8.83378680798745,-9.4288028458949
"2022-03-26",-7.61024323413833,-9.4288028458949
"2022-03-27",-3.5417878914322,-9.4288028458949
"2022-03-28",-4.73538227115797,-8.44492940426185
"2022-03-29",-2.63020449560035,-6.3951908251104
"2022-03-30",-0.636941376738376,-8.44492940426185
"2022-03-31",-2.05402646051245,-11.8065082085877
"2022-04-01",-0.0681959160696133,-9.48346397648514
"2022-04-02",-1.06954169150911,-9.48346397648514
"2022-04-03",0,-9.48346397648514
"2022-04-04",-2.08839186354686,-8.63624336132766
"2022-04-05",-5.21571088487236,-10.2213713001258
"2022-04-06",-13.7413411744053,-15.3867225656109
"2022-04-07",-10.9841561700681,-14.4848318501994
"2022-04-08",-14.9931446884856,-17.7097578280498
"2022-04-09",-13.5499622111721,-17.7097578280498
"2022-04-10",-15.1367237833806,-17.7097578280498
"2022-04-11",-22.416557354687,-20.7980309794245
"2022-04-12",-19.9943008545454,-22.1098712045989
"2022-04-13",-15.7850899994931,-19.0762502141507
"2022-04-14",-18.2836536272523,-21.9458878128282
"2022-04-15",-16.9578248660916,-21.9458878128282
"2022-04-16",-16.1640553693563,-21.9458878128282
"2022-04-17",-19.094200738941,-21.9458878128282
"2022-04-18",-16.6973496965771,-21.6179299989506
"2022-04-19",-14.9029793583502,-19.9781409295621
"2022-04-20",-16.6193158582717,-19.2129030406263
"2022-04-21",-19.7522436367268,-20.0601236557838
"2022-04-22",-19.9041204058979,-22.2191844961157
"2022-04-23",-20.9485542615918,-22.2191844961157
"2022-04-24",-21.9491018977109,-22.2191844961157
"2022-04-25",-20.8357705888257,-22.6564645711738
"2022-04-26",-25.8441235835887,-26.2093483629018
"2022-04-27",-23.9755473042319,-25.6900765919583
"2022-04-28",-23.939617414361,-23.4217024601097
"2022-04-29",-27.4904874207185,-27.9584596934707
"2022-04-30",-32.4136080203395,-27.9584596934707
"2022-05-01",-29.9323331399072,-27.9584596934707
"2022-05-02",-29.8010135540079,-27.0292473824279
"2022-05-03",-30.643391550677,-28.9423331351038
