"","2022-12-2021-12","2021-07-2022-12"
"Annualized Returns",,
"2021-07-31_to_2022-12-01_Index_3QRank","-78.228","-40.431"
"2021-07-31_to_2022-12-01_Crypto10_Index","-85.498","-73.407"
"Volatility",,
"2021-07-31_to_2022-12-01_Index_3QRank","84.53","95.82"
"2021-07-31_to_2022-12-01_Crypto10_Index","84.65","79.95"
"Tracking Error",,
"2021-07-31_to_2022-12-01_Index_3QRank","41.88","50.1"
"2021-07-31_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-07-31_to_2022-12-01_Index_3QRank","0.17","0.66"
"2021-07-31_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-07-31_to_2022-12-01_Index_3QRank","1.18","7.18"
"2021-07-31_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-07-31_to_2022-12-01_Index_3QRank","0.88","1.02"
"2021-07-31_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-07-31_to_2022-12-01_Index_3QRank","74.44","70.74"
"2021-07-31_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-07-31_to_2022-12-01_Index_3QRank","-82.4483","-83.5613"
"2021-07-31_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
