"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-15_to_2022-12-01_Index_3QRank","-76.532","-63.687"
"2021-09-15_to_2022-12-01_Crypto10_Index","-85.498","-82.116"
"Volatility",,
"2021-09-15_to_2022-12-01_Index_3QRank","82.59","80.83"
"2021-09-15_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-15_to_2022-12-01_Index_3QRank","45.1","41.49"
"2021-09-15_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-15_to_2022-12-01_Index_3QRank","0.2","0.44"
"2021-09-15_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-15_to_2022-12-01_Index_3QRank","1.02","3.21"
"2021-09-15_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-15_to_2022-12-01_Index_3QRank","0.83","0.86"
"2021-09-15_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-15_to_2022-12-01_Index_3QRank","70.09","73.57"
"2021-09-15_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-15_to_2022-12-01_Index_3QRank","-81.8392","-82.632"
"2021-09-15_to_2022-12-01_Crypto10_Index","-85.948","-88.1183"
