"","2021-12-23_to_2022-12-01_Index_3QRank","2021-12-23_to_2022-12-01_Crypto10_Index"
"2021-12-23",0,0
"2021-12-24",-2.59488266653638,0
"2021-12-25",-1.18749351367956,0
"2021-12-26",0,0
"2021-12-27",-0.777169976427661,0
"2021-12-28",-8.86766805265141,-6.25723775356909
"2021-12-29",-10.8286034964519,-10.8227083183262
"2021-12-30",-9.14387903640911,-10.7068367594806
"2021-12-31",-9.65908172766097,-11.5874837501614
"2022-01-01",-6.14830719786839,-11.5874837501614
"2022-01-02",-5.53396992755404,-11.5874837501614
"2022-01-03",-5.94939092953866,-11.448430165062
"2022-01-04",-7.62229968090104,-8.92236075186526
"2022-01-05",-10.6821442167034,-10.7763539089245
"2022-01-06",-11.0669727565011,-14.924683004595
"2022-01-07",-15.0059256642255,-16.8018485448023
"2022-01-08",-16.1567800710636,-16.8018485448023
"2022-01-09",-13.007477038171,-16.8018485448023
"2022-01-10",-14.7335906762223,-17.4043980083901
"2022-01-11",-12.3551231065618,-11.5179569576117
"2022-01-12",-8.58509589785288,-8.92236075186526
"2022-01-13",-13.475761478443,-14.1367255465061
"2022-01-14",-10.8026478067504,-13.093852587578
"2022-01-15",-10.29209122188,-13.093852587578
"2022-01-16",-10.0047504032556,-13.093852587578
"2022-01-17",-12.57978162265,-13.093852587578
"2022-01-18",-15.3915905124701,-14.692930243798
"2022-01-19",-19.0768888667933,-15.9212015541215
"2022-01-20",-23.3444729427695,-19.0730024571598
"2022-01-21",-33.3892604306033,-28.1575891772724
"2022-01-22",-39.1199879259129,-28.1575891772724
"2022-01-23",-36.111668201171,-28.1575891772724
"2022-01-24",-39.0609982046067,-39.0498242881484
"2022-01-25",-38.2788385652234,-35.6894526505667
"2022-01-26",-38.7501783572471,-33.464653147611
"2022-01-27",-39.2842827081657,-32.9779848859746
"2022-01-28",-37.021806667231,-27.4855129211349
"2022-01-29",-35.6688338688342,-27.4855129211349
"2022-01-30",-35.8174924443605,-27.4855129211349
"2022-01-31",-35.1940953970792,-26.9061358406951
"2022-02-01",-33.2983471670705,-25.9559620574646
"2022-02-02",-37.4998124632034,-28.1575891772724
"2022-02-03",-36.8138363731577,-30.1506359194311
"2022-02-04",-30.7064079200108,-23.939742932158
"2022-02-05",-29.8884828649607,-23.939742932158
"2022-02-06",-28.3637670231045,-23.939742932158
"2022-02-07",-23.8322455290558,-17.8215491205825
"2022-02-08",-25.0663188908622,-18.4009262010223
"2022-02-09",-22.9739493672914,-15.2027805316881
"2022-02-10",-26.2506472447284,-15.6431040270285
"2022-02-11",-31.9357366002483,-24.6581639545914
"2022-02-12",-32.2268566457741,-24.6581639545914
"2022-02-13",-33.2022392159029,-24.6581639545914
"2022-02-14",-32.5536501537285,-23.0590959414771
"2022-02-15",-26.8877438244398,-19.1888740160054
"2022-02-16",-27.6873410770093,-18.7253781375171
"2022-02-17",-33.9282774767364,-22.595590419883
"2022-02-18",-35.5769711003491,-23.5225918199655
"2022-02-19",-34.8351542348652,-23.5225918199655
"2022-02-20",-38.3213410054608,-23.5225918199655
"2022-02-21",-42.7644416990059,-23.5225918199655
"2022-02-22",-40.4367188671406,-29.5480864558433
"2022-02-23",-41.7724060855824,-29.0382361679532
"2022-02-24",-41.3981944859028,-30.5909594147715
"2022-02-25",-38.0198243372737,-28.8760101997058
"2022-02-26",-37.9473038107553,-28.8760101997058
"2022-02-27",-41.4734154564961,-28.8760101997058
"2022-02-28",-34.6771939987851,-26.4889847285027
"2022-03-01",-34.3029721334572,-25.0984874499318
"2022-03-02",-35.0558074554883,-25.6778645303716
"2022-03-03",-36.8406444800159,-27.8099648576297
"2022-03-04",-41.4144773618161,-32.0509834858921
"2022-03-05",-40.1275801193729,-32.0509834858921
"2022-03-06",-42.7741803429079,-32.0509834858921
"2022-03-07",-44.2659797190639,-34.2526009625941
"2022-03-08",-43.2245837208629,-34.1367294037485
"2022-03-09",-39.5639130548301,-30.1506359194311
"2022-03-10",-42.6124999102858,-31.4716064054523
"2022-03-11",-43.2815153399007,-32.097328252188
"2022-03-12",-43.0269969050341,-32.097328252188
"2022-03-13",-44.8491106714832,-32.097328252188
"2022-03-14",-43.1179299467596,-31.517960814854
"2022-03-15",-42.4147385678404,-29.5480864558433
"2022-03-16",-39.2293997171079,-29.8030115997884
"2022-03-17",-39.1063120798349,-30.1274635362831
"2022-03-18",-36.926844543592,-28.4588590875134
"2022-03-19",-35.3423558108986,-28.4588590875134
"2022-03-20",-37.3153173253875,-28.4588590875134
"2022-03-21",-36.1111176362203,-28.4356867043654
"2022-03-22",-34.1582012114745,-27.2074153940419
"2022-03-23",-32.7081672060421,-29.7798392166404
"2022-03-24",-30.5056561892126,-25.9791440837184
"2022-03-25",-32.3224149876288,-23.1981398834708
"2022-03-26",-31.1680534156089,-23.1981398834708
"2022-03-27",-27.8711525705425,-23.1981398834708
"2022-03-28",-28.7213248155147,-22.3638473021917
"2022-03-29",-27.0353660150686,-20.6257257039781
"2022-03-30",-25.6838378996452,-22.3638473021917
"2022-03-31",-27.2331933852934,-25.2143686518832
"2022-04-01",-25.3112513364795,-23.2444942928725
"2022-04-02",-25.8389014147591,-23.2444942928725
"2022-04-03",-23.6898552096781,-23.2444942928725
"2022-04-04",-25.5888858675952,-22.5260732704391
"2022-04-05",-28.09018657539,-23.8702161396083
"2022-04-06",-34.3232989236246,-28.2502883529701
"2022-04-07",-32.2457771365364,-27.4855129211349
"2022-04-08",-35.2328974849086,-30.2201627119808
"2022-04-09",-34.0212931242647,-30.2201627119808
"2022-04-10",-35.1008861235904,-30.2201627119808
"2022-04-11",-40.8775680142949,-32.8389313008752
"2022-04-12",-39.2398235004092,-33.9513310523531
"2022-04-13",-37.1185820897091,-31.3789072297546
"2022-04-14",-39.2454499169267,-33.8122774672537
"2022-04-15",-37.9565976171809,-33.8122774672537
"2022-04-16",-37.3975449193891,-33.8122774672537
"2022-04-17",-39.4444867503978,-33.8122774672537
"2022-04-18",-37.8195896868561,-33.5341799401607
"2022-04-19",-36.3509096241914,-32.1436826615898
"2022-04-20",-37.4785741399862,-31.4947787886003
"2022-04-21",-39.6791965542287,-32.2132094541395
"2022-04-22",-39.9633879381332,-34.0440302280508
"2022-04-23",-40.6920779511136,-34.0440302280508
"2022-04-24",-41.2926688037846,-34.0440302280508
"2022-04-25",-40.5541385660952,-34.4148269308415
"2022-04-26",-44.5404665455161,-37.4275742487804
"2022-04-27",-43.2209062012929,-36.98725075344
"2022-04-28",-43.1584415162126,-35.063730803831
"2022-04-29",-45.9195921731197,-38.9107707030489
"2022-04-30",-49.7362541941863,-38.9107707030489
"2022-05-01",-47.8367827215013,-38.9107707030489
"2022-05-02",-47.8307065304731,-38.1228228880658
"2022-05-03",-48.3308616328073,-39.7450729274338
"2022-05-04",-43.8787388152381,-38.9107707030489
"2022-05-05",-49.1928716447882,-46.5816877614427
"2022-05-06",-49.8050702824731,-48.134411008261
"2022-05-07",-51.1464880616918,-48.134411008261
"2022-05-08",-52.7484421242608,-48.134411008261
"2022-05-09",-60.4857919264366,-53.9513349095954
"2022-05-10",-58.7708353516953,-54.4843575806335
"2022-05-11",-67.1121413729465,-59.4901516407311
"2022-05-12",-68.7073460377347,-63.1749655717017
"2022-05-13",-66.620391695669,-58.8644297939953
"2022-05-14",-65.5396686347844,-58.8644297939953
"2022-05-15",-63.2349411411176,-58.8644297939953
"2022-05-16",-65.895615511157,-55.156433836771
"2022-05-17",-63.8872933865233,-54.3453039955341
"2022-05-18",-67.8344538111028,-55.9675540349021
