"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-02-04";"BTC.USD";"41500.875000000000";"0.000096383510";"Core"
"2022-02-04";"SOL.USD";"112.174248000000";"0.118862694166";"Growth"
"2022-02-04";"BCH.USD";"305.983124000000";"0.065363081920";"Value"
"2022-02-04";"MATIC.USD";"1.690830000000";"7.885673505517";"Growth"
"2022-02-04";"ALGO.USD";"0.996887000000";"4.012490884122";"Core"
"2022-02-04";"LINK.USD";"17.445440000000";"1.146431388374";"Value"
"2022-02-04";"ETH.USD";"2983.586914000000";"0.001340668167";"Core"
"2022-02-04";"LTC.USD";"120.918037000000";"0.033080259151";"Core"
"2022-02-04";"ADA.USD";"1.135624000000";"3.522292589801";"Core"
"2022-02-04";"AVAX.USD";"77.311638000000";"0.172462176178";"Growth"
