"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-29_to_2022-12-01_Index_3QRank","-76.637","-75.717"
"2021-11-29_to_2022-12-01_Crypto10_Index","-85.498","-85.576"
"Volatility",,
"2021-11-29_to_2022-12-01_Index_3QRank","73.58","70.17"
"2021-11-29_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-29_to_2022-12-01_Index_3QRank","41.18","40.88"
"2021-11-29_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-29_to_2022-12-01_Index_3QRank","0.22","0.24"
"2021-11-29_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-29_to_2022-12-01_Index_3QRank","-0.56","-0.06"
"2021-11-29_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-29_to_2022-12-01_Index_3QRank","0.76","0.74"
"2021-11-29_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-29_to_2022-12-01_Index_3QRank","73.71","72.44"
"2021-11-29_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-29_to_2022-12-01_Index_3QRank","-79.8011","-79.8011"
"2021-11-29_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
