"Inception";"SymbolGuid";"SymbolTimeIndexValue";"UnitsFraction";"Bin"
"2022-02-13";"BTC.USD";"42197.515630000002";"0.000094792310";"Core"
"2022-02-13";"SOL.USD";"93.244102000000";"0.142993852129";"Growth"
"2022-02-13";"BCH.USD";"334.871490000000";"0.059724403532";"Value"
"2022-02-13";"MATIC.USD";"1.670021000000";"7.983931539384";"Growth"
"2022-02-13";"ALGO.USD";"0.900710000000";"4.440941035405";"Core"
"2022-02-13";"LINK.USD";"15.735866000000";"1.270981844914";"Value"
"2022-02-13";"ETH.USD";"2883.463379000000";"0.001387220670";"Core"
"2022-02-13";"LTC.USD";"126.204216000000";"0.031694662245";"Core"
"2022-02-13";"ADA.USD";"1.045819000000";"3.824753614153";"Core"
"2022-02-13";"AVAX.USD";"78.243118000000";"0.170409023492";"Growth"
