"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-31_to_2022-12-01_Index_3QRank","-74.031","-70.668"
"2021-10-31_to_2022-12-01_Crypto10_Index","-85.498","-83.776"
"Volatility",,
"2021-10-31_to_2022-12-01_Index_3QRank","70.46","64.85"
"2021-10-31_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-31_to_2022-12-01_Index_3QRank","47.67","44.19"
"2021-10-31_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-31_to_2022-12-01_Index_3QRank","0.24","0.3"
"2021-10-31_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-31_to_2022-12-01_Index_3QRank","-0.37","-0.15"
"2021-10-31_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-31_to_2022-12-01_Index_3QRank","0.69","0.68"
"2021-10-31_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-31_to_2022-12-01_Index_3QRank","64.76","65.68"
"2021-10-31_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-31_to_2022-12-01_Index_3QRank","-79.3835","-82.0292"
"2021-10-31_to_2022-12-01_Crypto10_Index","-85.948","-86.6628"
