"","2022-12-2021-12","2021-11-2022-12"
"Annualized Returns",,
"2021-11-20_to_2022-12-01_Index_3QRank","-76.626","-75.738"
"2021-11-20_to_2022-12-01_Crypto10_Index","-85.498","-84.171"
"Volatility",,
"2021-11-20_to_2022-12-01_Index_3QRank","81.38","77.61"
"2021-11-20_to_2022-12-01_Crypto10_Index","84.65","81.66"
"Tracking Error",,
"2021-11-20_to_2022-12-01_Index_3QRank","39.61","39.23"
"2021-11-20_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-11-20_to_2022-12-01_Index_3QRank","0.22","0.21"
"2021-11-20_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-11-20_to_2022-12-01_Index_3QRank","0.99","1.52"
"2021-11-20_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-11-20_to_2022-12-01_Index_3QRank","0.85","0.84"
"2021-11-20_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-11-20_to_2022-12-01_Index_3QRank","76.28","75.17"
"2021-11-20_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-11-20_to_2022-12-01_Index_3QRank","-80.8222","-80.9935"
"2021-11-20_to_2022-12-01_Crypto10_Index","-85.948","-86.2325"
