"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-09_to_2022-12-01_Index_3QRank","-73.135","-61.798"
"2021-09-09_to_2022-12-01_Crypto10_Index","-85.498","-82.225"
"Volatility",,
"2021-09-09_to_2022-12-01_Index_3QRank","74.4","73.27"
"2021-09-09_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-09_to_2022-12-01_Index_3QRank","45.91","41.23"
"2021-09-09_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-09_to_2022-12-01_Index_3QRank","0.27","0.5"
"2021-09-09_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-09_to_2022-12-01_Index_3QRank","0.52","2.2"
"2021-09-09_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-09_to_2022-12-01_Index_3QRank","0.74","0.78"
"2021-09-09_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-09_to_2022-12-01_Index_3QRank","67.48","72.45"
"2021-09-09_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-09_to_2022-12-01_Index_3QRank","-79.866","-81.9547"
"2021-09-09_to_2022-12-01_Crypto10_Index","-85.948","-88.3717"
