"","2022-12-2021-12","2021-06-2022-12"
"Annualized Returns",,
"2021-06-25_to_2022-12-01_Index_3QRank","-82.237","-37.832"
"2021-06-25_to_2022-12-01_Crypto10_Index","-85.498","-67.116"
"Volatility",,
"2021-06-25_to_2022-12-01_Index_3QRank","81.43","92.81"
"2021-06-25_to_2022-12-01_Crypto10_Index","84.65","78.14"
"Tracking Error",,
"2021-06-25_to_2022-12-01_Index_3QRank","39.76","49.38"
"2021-06-25_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-06-25_to_2022-12-01_Index_3QRank","0.08","0.59"
"2021-06-25_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-06-25_to_2022-12-01_Index_3QRank","-0.75","5.64"
"2021-06-25_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-06-25_to_2022-12-01_Index_3QRank","0.85","1.01"
"2021-06-25_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-06-25_to_2022-12-01_Index_3QRank","76.13","69.81"
"2021-06-25_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-06-25_to_2022-12-01_Index_3QRank","-84.4447","-85.4113"
"2021-06-25_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
