"","2022-12-2021-12","2021-08-2022-12"
"Annualized Returns",,
"2021-08-29_to_2022-12-01_Index_3QRank","-74.82","-57.926"
"2021-08-29_to_2022-12-01_Crypto10_Index","-85.498","-79.286"
"Volatility",,
"2021-08-29_to_2022-12-01_Index_3QRank","74.11","71.29"
"2021-08-29_to_2022-12-01_Crypto10_Index","84.65","78.78"
"Tracking Error",,
"2021-08-29_to_2022-12-01_Index_3QRank","46.95","41.36"
"2021-08-29_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-08-29_to_2022-12-01_Index_3QRank","0.23","0.52"
"2021-08-29_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-08-29_to_2022-12-01_Index_3QRank","0.08","2.42"
"2021-08-29_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-08-29_to_2022-12-01_Index_3QRank","0.73","0.77"
"2021-08-29_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-08-29_to_2022-12-01_Index_3QRank","66.02","70.61"
"2021-08-29_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-08-29_to_2022-12-01_Index_3QRank","-80.7149","-82.6274"
"2021-08-29_to_2022-12-01_Crypto10_Index","-85.948","-88.7377"
