"","2022-12-2021-12","2021-10-2022-12"
"Annualized Returns",,
"2021-10-21_to_2022-12-01_Index_3QRank","-74.816","-69.207"
"2021-10-21_to_2022-12-01_Crypto10_Index","-85.498","-83.963"
"Volatility",,
"2021-10-21_to_2022-12-01_Index_3QRank","76.42","70.34"
"2021-10-21_to_2022-12-01_Crypto10_Index","84.65","78.77"
"Tracking Error",,
"2021-10-21_to_2022-12-01_Index_3QRank","46.36","43.2"
"2021-10-21_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-10-21_to_2022-12-01_Index_3QRank","0.23","0.34"
"2021-10-21_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-10-21_to_2022-12-01_Index_3QRank","0.38","0.86"
"2021-10-21_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-10-21_to_2022-12-01_Index_3QRank","0.76","0.75"
"2021-10-21_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-10-21_to_2022-12-01_Index_3QRank","67.12","67.52"
"2021-10-21_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-10-21_to_2022-12-01_Index_3QRank","-80.121","-82.241"
"2021-10-21_to_2022-12-01_Crypto10_Index","-85.9481","-87.3481"
