"","2022-12-2021-12","2021-09-2022-12"
"Annualized Returns",,
"2021-09-14_to_2022-12-01_Index_3QRank","-76.552","-62.117"
"2021-09-14_to_2022-12-01_Crypto10_Index","-85.498","-81.228"
"Volatility",,
"2021-09-14_to_2022-12-01_Index_3QRank","83.2","81.36"
"2021-09-14_to_2022-12-01_Crypto10_Index","84.65","81.56"
"Tracking Error",,
"2021-09-14_to_2022-12-01_Index_3QRank","44.93","41.58"
"2021-09-14_to_2022-12-01_Crypto10_Index","-","-"
"Information Ratio",,
"2021-09-14_to_2022-12-01_Index_3QRank","0.2","0.46"
"2021-09-14_to_2022-12-01_Crypto10_Index","-","-"
"Alpha Stat",,
"2021-09-14_to_2022-12-01_Index_3QRank","1.1","3.33"
"2021-09-14_to_2022-12-01_Crypto10_Index","-","-"
"Beta Stat",,
"2021-09-14_to_2022-12-01_Index_3QRank","0.84","0.87"
"2021-09-14_to_2022-12-01_Crypto10_Index","-","-"
"R-Squared",,
"2021-09-14_to_2022-12-01_Index_3QRank","70.46","73.61"
"2021-09-14_to_2022-12-01_Crypto10_Index","-","-"
"Max Drawdown",,
"2021-09-14_to_2022-12-01_Index_3QRank","-81.9346","-82.6242"
"2021-09-14_to_2022-12-01_Crypto10_Index","-85.948","-88.1183"
